category;text;
6;kredi mevduat hesap kullanmak kullanmak para miktar görünmek olmak lazım;
2;karmaşık ben;
2;çok kolay ve güven ayrıca hizmet bedel gibi artı ödemek olmak bu daha güzel teşekkür;
2;rahat kolay;
1;Vakıfbank mobil sıkıntı var 3 gün girmek şifre almak düzenlemek olmak kart bloke olmak o kaldırmak nüfus kâğıt seri numara yazmak ora takı kalmak olmak;
5;Vakıfbank mobil sıkıntı var 3 gün girmek şifre almak düzenlemek olmak kart bloke olmak o kaldırmak nüfus kâğıt seri numara yazmak ora takı kalmak olmak;
5;bildirim gelmek açmak yok gözükmek düzgün çalışmak bir uygulamak yapmak tavsiye etmek;
5;hep dışarı aramak;
2;şu uygulamak bir çek düzen veri kimi yan sekmek kimi orta açmak dolar hesap bulamak;
2;bu karmaşa yüzmek bura yatmak para aynı gün İşbank a havale etmek;
2;çok kullanmak;
2;çok pratik;
1;mobil şube girişim donmak;
2;çok kolay;
1;uygulamak girmek yapmak;
5;uygulamak girmek yapmak;
4;bir bir görüşme iyi değil geri güzel;
3;çok rahat;
8;bir saat uğraşmak hata ana amin hata yapmak şeref bu uygulamak yapmak;
1;bir saat uğraşmak hata ana amin hata yapmak şeref bu uygulamak yapmak;
5;bir saat uğraşmak hata ana amin hata yapmak şeref bu uygulamak yapmak;
9;güncellemek bıkmak yetmek;
7;Vakıfbank işlem yapmak sistem atmak Türkiye ilk banka;
5;şaşırmak derece boş bir uygulamak;
7;kredi kart detay bile bakmak sistem otomatik atmak;
5;kredi kart detay bile bakmak sistem otomatik atmak;
8;daha yeni ama beğenmek;
1;uygulamak güncellemek olmak rağmen girmek sıkıntı duymak;
1;üzeri alım satım yapmak;
5;üzeri alım satım yapmak;
3;herhangi sorun olmak hemen ulaşmak ve hemen an çözüm;
4;herhangi sorun olmak hemen ulaşmak ve hemen an çözüm;
2;uygulamak hata nasıl bilmek;
5;500 Tl emir Gercek rağmen hesap para görünmek;
2;gerekli şekil faydalanmak;
3;uygulamak çok iyi ve payda;
8;uygulamak çok iyi ve payda;
9;eski uygulamak olmak garanti ile özdeş yeşil renk daha güzel;
2;girişmek ekran olmak eski daha güzel ve geç açmak;
2;ayrıca yeni güncellemek ile göz kapalı bulmak menü aramak olmak Iphone için temas özellik gelmek;
7;ayrıca yeni güncellemek ile göz kapalı bulmak menü aramak olmak Iphone için temas özellik gelmek;
9;garanti bu uygulamak yakışmak;
2;garanti bu uygulamak yakışmak;
6;garanti bu uygulamak yakışmak;
8;güzel uygulamak;
7;uygulamak çok iyi her iş görmek sorun;
8;uygulamak çok iyi her iş görmek sorun;
10;ödemek birçoğu göstermek;
6;ödemek birçoğu göstermek;
10;Turkcell paket yüklem yok;
3;Turkcell paket yüklem yok;
2;gösteri ödemek aşırı deney;
3;gösteri ödemek aşırı deney;
8;Akbank çok beğenmek ve çok güzel bir banka uygulamak tavsiye etmek;
3;hizmet süper öte süper banka demek yapı kredi banka demek;
1;her girmek şifre yazmak sonra telefon onay kod yollamak çok uğraşmak eskiden şifre yazmak hemen girmek düzelmek;
5;her girmek şifre yazmak sonra telefon onay kod yollamak çok uğraşmak eskiden şifre yazmak hemen girmek düzelmek;
8;mobil cep çok enfes 10 numara;
5;İnternet var cihaz son sürüm ile güncel ama girmek yapmak demek İnternet bağlamak yok gibi salak saçma şey demek yardım etmek mi;
3;uygulamak üzeri hesap hareket görmek;
2;bu olmak sonra uygulamak ne yarar;
3;bu olmak sonra uygulamak ne yarar;
3;gelmek gitmek para ile ilgi bilgi sahip olmak;
2;çok pratik;
2;çok rahat ve işlev kullanım var;
9;çok güzel güncellemek yapmak sonra daha iyi olmak;
2;hizmet için teşekkür;
9;hizmet için teşekkür;
2;biraz zor bir arayüz var;
2;kolay kullanmak bir uygulamak;
2;çok güzel daha rahat böyle;
1;son güncellemek yük olmak hal dekont görüntülemek istemek ana sayfa yönlenmek ve tekrar şifre girmek istemek tekrar şifre girmek yine aynı şey yapmak uzun süre yaklaşık 6 ay bu sorun mevcut;
5;son güncellemek yük olmak hal dekont görüntülemek istemek ana sayfa yönlenmek ve tekrar şifre girmek istemek tekrar şifre girmek yine aynı şey yapmak uzun süre yaklaşık 6 ay bu sorun mevcut;
9;son güncellemek yük olmak hal dekont görüntülemek istemek ana sayfa yönlenmek ve tekrar şifre girmek istemek tekrar şifre girmek yine aynı şey yapmak uzun süre yaklaşık 6 ay bu sorun mevcut;
3;çok güzel ama önce para sonra ödemek para yok ödemek yapmak;
3;kredi hesap görmek teşekkür;
5;kredi kart temas limit değişmek istemek kart tanım olmak ikaz vermek;
2;pratik;
7;işlem geçici olmak Gercek hata almak 2 gün bu Ne;
9;güncellemek sonra uygulamak kullanmak;
5;güncellemek sonra uygulamak kullanmak;
10;kart No ile ödemek Yi seçmek işlem yapmak çalışmak;
10;sürekli sistem arıza var demek;
5;galiba 5 6 ay bu sorun var;
10;galiba 5 6 ay bu sorun var;
5;belki sorun hallolmak demek ama ben yazmak hallolmak galiba;
3;her türlü yardım ve destek sağlamak teşekkür;
10;berbat bir hizmet kredi kart fatura ödemek gerekçe ise vade hesabî yok demek 4000 limit olmak bir kart hiç bir şekil fatura ödem yapmak müşteri yetki bile çözmek en iyi başka banka geçmek Vakıfbank elveda;
4;berbat bir hizmet kredi kart fatura ödemek gerekçe ise vade hesabî yok demek 4000 limit olmak bir kart hiç bir şekil fatura ödem yapmak müşteri yetki bile çözmek en iyi başka banka geçmek Vakıfbank elveda;
8;küçülmek kendi bu yüz 3 yıldız an çalışmak;
8;güzel uygulamak emek Sağlık;
5;hemen başvurmak demek;
5;lütfen daha sonra tekrar deney;
5;daha sonra daha sonra daha sonra;
7;çok verim;
7;uygulamak süper hız daha bir kez hata vermek saat tarih fark yok her işlem an halletmek;
3;uygulamak süper hız daha bir kez hata vermek saat tarih fark yok her işlem an halletmek;
5;yapmak işlem için her sefer sorun çıkmak her sefer berbat bir uygulamak;
8;yapmak işlem için her sefer sorun çıkmak her sefer berbat bir uygulamak;
7;yoğun sebep ile değişmek 6 eylül gün proje bitmek sonra ilk iş iş banka değişmek olmak mobil borsa konu kriz an özellikle işlem yapmak;
4;ayrıca Western Union ile ilgi ciddi sıkıntı var maalesef banka ki müşteri temsilci veya mobil müşteri temsilci de çözüm yapmak;
2;kullanım çok kolay hız teşekkür;
7;kullanım çok kolay hız teşekkür;
3;eksik çok gidermek;
5;hâlâ sorun devam etmek;
5;şimdi de sistem hata vermek;
8;olmak olmak böyle banka uygulamak;
5;hiç bir zaman doğru düzgün girmek;
1;hiç bir zaman doğru düzgün girmek;
5;hep hata ve uygulamak atmak sorun var;
7;hep hata ve uygulamak atmak sorun var;
5;çoğu zaman girmek ekran en az 10 defa atmak;
1;çoğu zaman girmek ekran en az 10 defa atmak;
2;kullanmak güzel;
9;5 Stars For The New Update;
3;6 ay bir şifre yenmek istemek berbat;
2;basit kolay ve kullanmak;
7;gayet hız ve iyi hizmet teşekkür;
3;gayet hız ve iyi hizmet teşekkür;
2;çok güzel herşey rahat yapmak;
5;bu vermek tek yıldız bile çok uzun zaman mobil uygulamak hata vermek açmak gerçekten çok kötü bir uygulamak bir an önce düzelmek gerek;
8;bu vermek tek yıldız bile çok uzun zaman mobil uygulamak hata vermek açmak gerçekten çok kötü bir uygulamak bir an önce düzelmek gerek;
7;çok çabuk;
2;daha önce uygulamak daha iyi ben beğenmek basit değil;
9;daha önce uygulamak daha iyi ben beğenmek basit değil;
9;sürekli güncellemek istemek;
7;bir tıkmak daha hız olmak;
10;maaş müşteri olmak hal fatura baş 5 Tl kesinti olmak ayrıca mobil banka kullanmak değil para transfer e mail adres gönder buton yok sadece maaş çekmek için kullanmak yok 5 para etmek;
2;maaş müşteri olmak hal fatura baş 5 Tl kesinti olmak ayrıca mobil banka kullanmak değil para transfer e mail adres gönder buton yok sadece maaş çekmek için kullanmak yok 5 para etmek;
6;maaş müşteri olmak hal fatura baş 5 Tl kesinti olmak ayrıca mobil banka kullanmak değil para transfer e mail adres gönder buton yok sadece maaş çekmek için kullanmak yok 5 para etmek;
5;program girmek;
5;2 3 sefer atmak sonra düzelmek;
2;kullanım çok kolay;
7;böyle kötü mobil banka mı olmak sürekli donamak girmek yapmak atmak girmek yapmak hiç bir iş yapmak dönmek silmek tekrar yüklemek girmek yapmak hâlâ dönmek işlem yapmak;
5;böyle kötü mobil banka mı olmak sürekli donamak girmek yapmak atmak girmek yapmak hiç bir iş yapmak dönmek silmek tekrar yüklemek girmek yapmak hâlâ dönmek işlem yapmak;
2;zor anlamak dış muhteşem;
8;zor anlamak dış muhteşem;
8;başarı bir hizmet teşekkür etmek;
7;hız olmak;
3;sırf bu yüz garanti e trader kullanmak;
4;müşteri temsilci ulaşmak bu kadar zor olmak gerek;
4;rezil;
5;telefon değişmek uygulamak kullanmak girmek yapmak Sms onay gelmek;
7;o kadar yavaş ki asla açmak sadece ne kadar para kalmak diye bakmak istemek yarım saat beklemek sonra da atmak diğer banka asla böyle değil rezalet;
5;o kadar yavaş ki asla açmak sadece ne kadar para kalmak diye bakmak istemek yarım saat beklemek sonra da atmak diğer banka asla böyle değil rezalet;
7;kolay kullanım ve hız ben;
2;kolay kullanım ve hız ben;
7;İnternet şube üye olmak hal güvenlik resim takılmak;
5;uygulamak sorun var diye müşteri hizmet aramak kadın ben azarlamak güncel değil diye 3 kere silmek tekrar yüklemek söylemek hal;
4;hanımefendi uyku uyanmak herhâlde o sinirlemek sanmak;
9;hanımefendi uyku uyanmak herhâlde o sinirlemek sanmak;
5;kendi kendi sistem çıkmak şifre girmek ekran atmak;
8;bir yıldız bile haketmek;
5;telefon inmek Akbank mobil daima hata vermek;
8;bıktırmak ben;
9;ne kadar güncellemek de boş;
5;3 gün sonra düzelmek teşekkür etmek ama ben 3 gün önce lazım;
2;çok güzel ve anlaşmak kolay menü ile insan aramak meni kolay ulaşmak sağlamak güzel bir uygulamak olmak;
7;bir banka uygulamak nasıl 94 Mb olmak ben anlam vermek;
8;çöp başka söz gerek yok ama mecburen maaş bura almak;
7;hız;
2;anlaşmak;
8;4 ay sürmek demek işlem 2 hafta halletmek bir banka sevmek yapı kredi;
9;uygulamak sürekli güncellemek sıkılmak artık;
7;sen ben her hangi bir sıkıntı yaratmak;
8;gayet güzel ve yazılım iyi hazırlamak bir uygulamak;
5;Eft yapmak için mesaj göndermek yeniden silmek yüklemek yine mesaj göndermek lütfen bu sorun bir an önce çözüm bulmak mi;
10;Eft yapmak için mesaj göndermek yeniden silmek yüklemek yine mesaj göndermek lütfen bu sorun bir an önce çözüm bulmak mi;
5;bu ara kart masa üst sabit;
2;süper çok sade akmak kullanmak çok teşekkür;
7;süper çok sade akmak kullanmak çok teşekkür;
1;girmek yapmak;
5;ben dışarı atmak;
2;güzel istek cevap vermek kullanmak;
5;berbat bir uygulamak tam hesap girmek bir an kendiliğinden çıkmak yapmak hesap girmek bir işlem yapmak tam işlem orta bir an kendi çıkmak yapmak ama maaş banka olmak için mecburî kullanmak ve bütün arkadaş aynı sorun dolayı şikâyet kesin Vakıfbank gibi bir kurum yakışmak bir uygulamak değil son derece berbat;
1;berbat bir uygulamak tam hesap girmek bir an kendiliğinden çıkmak yapmak hesap girmek bir işlem yapmak tam işlem orta bir an kendi çıkmak yapmak ama maaş banka olmak için mecburî kullanmak ve bütün arkadaş aynı sorun dolayı şikâyet kesin Vakıfbank gibi bir kurum yakışmak bir uygulamak değil son derece berbat;
8;berbat bir uygulamak tam hesap girmek bir an kendiliğinden çıkmak yapmak hesap girmek bir işlem yapmak tam işlem orta bir an kendi çıkmak yapmak ama maaş banka olmak için mecburî kullanmak ve bütün arkadaş aynı sorun dolayı şikâyet kesin Vakıfbank gibi bir kurum yakışmak bir uygulamak değil son derece berbat;
5;uygulamak kendi kendi çıkmak yapmak berbat bir mobil banka var;
5;merhaba garanti banka cep demek görüntü aramak yapmak neden ne eski telefon kolay yapmak;
4;merhaba garanti banka cep demek görüntü aramak yapmak neden ne eski telefon kolay yapmak;
7;uygulamak donamak sürekli;
7;zorunlu güncellemek koymak o da stabil bir sürüm yapmak;
8;çok güzel;
2;kullanım kolay;
3;talimat fatura göstermek sayfa yok;
2;gerçekten çok kötü;
8;diğer birçok banka uygulamak kullanmak bu kadar kullanmak düşman ve işlev bir banka uygulamak görmek;
2;gerçekten son güncellemek ile mükemmel bir mobil banka olmak harcamak detay gösterge para en çok nere harcamak ve arayüz ile sanmak Türkiye in en iyi mobil banka uygulamak;
9;gerçekten son güncellemek ile mükemmel bir mobil banka olmak harcamak detay gösterge para en çok nere harcamak ve arayüz ile sanmak Türkiye in en iyi mobil banka uygulamak;
3;gerçekten son güncellemek ile mükemmel bir mobil banka olmak harcamak detay gösterge para en çok nere harcamak ve arayüz ile sanmak Türkiye in en iyi mobil banka uygulamak;
3;hayat kolay için teşekkür etmek;
8;harika bir banka çok güzel bir uygulamak tebrik etmek;
8;şu an kadar kullanmak banka uygulamak ara en kötü Vakıfbank inmek;
5;sürekli uygulamak atmak;
5;girişmek yapmak yapmak bıkmak bazen ve başka banka işlem yapmak;
1;girişmek yapmak yapmak bıkmak bazen ve başka banka işlem yapmak;
5;durmak uygulamak atmak görmek en kötü mobil banka;
5;telefon uygulamak açmak;
8;kaç gün Akbank uygulamak kullanmak rezalet gerçekten siz muhtaç etmek şirket de kınamak iş hak yapmak tam bir fiyasko mağdur etmek insan;
5;kaç gün Akbank uygulamak kullanmak rezalet gerçekten siz muhtaç etmek şirket de kınamak iş hak yapmak tam bir fiyasko mağdur etmek insan;
2;işlem kolay;
9;uygulamak güncellemek uygulamak kullanmak ne ya böyle saçmalık mı olmak;
3;uygulamak güncellemek uygulamak kullanmak ne ya böyle saçmalık mı olmak;
9;sırf bu saçmalık yüz dışarı uygulamak kullanmak iş halletmek;
3;sırf bu saçmalık yüz dışarı uygulamak kullanmak iş halletmek;
7;lütfen şu program hız;
2;önce program dizayn daha iyi;
7;bugün kadar bir sorun yaşamak memnun tavsiye etmek;
2;pratik bir uygulamak;
2;komplike değil kolay her iş halletmek;
2;gayet iyi ama karanlık tema da eklemek çok güzel olmak;
6;işba göndermek;
6;alışveriş yapmak limit öğrenmek;
6;geri yönelik işlem sadece 3 aylık görüntülemek;
6;garanti 1 yıl en az bu işlem yapmak;
1;neden her girmek şifre istemek es;
1;diğer mobil banka kullanmak ilk girmek sonra es daha sonra sadece şifre girmek kullanmak;
5;para gelmek bildirim gelmek önce ay bildirim gelmek müşteri hizmet ne anlamak güncellemek yapmak demek sürekli güncellemek bildirim ayar da açık;
9;para gelmek bildirim gelmek önce ay bildirim gelmek müşteri hizmet ne anlamak güncellemek yapmak demek sürekli güncellemek bildirim ayar da açık;
4;iğrenç bir güncellemek hisse senet alım satım emir zincir gözükmek müşteri temsilci telefon sorun demek fark model telefon da gözükmek;
9;iğrenç bir güncellemek hisse senet alım satım emir zincir gözükmek müşteri temsilci telefon sorun demek fark model telefon da gözükmek;
9;ummak düzelmek düzelmek Akbank ben için bitmek ben ne almak satmak vermek emir görmek ne anlamak o uygulamak işlem bitmek sonra ya almak ya satmak olmak görünmek velhâsıl güncellemek vasat daha kötü;
6;ummak düzelmek düzelmek Akbank ben için bitmek ben ne almak satmak vermek emir görmek ne anlamak o uygulamak işlem bitmek sonra ya almak ya satmak olmak görünmek velhâsıl güncellemek vasat daha kötü;
5;iki gün bu uyarı almak işlem devam etmek;
5;çünkü bir işlem başlamak;
9;yeni bir sürüm çıkarmak önce sürüm daha iyi olmak gerekmek cümle hareket etmek en doğru;
5;harcamak detay ekran kaymak sayfa son gelmek uygulamak çakılmak;
3;merhaba ben Avon fatura bura yatırmak istemek her firma var bir tek Avon Kozmetik çıkmak siz devlet banka lütfen o bir çözüm bulmak mu yok başka bir kart kullanmak zor kalmak;
10;merhaba ben Avon fatura bura yatırmak istemek her firma var bir tek Avon Kozmetik çıkmak siz devlet banka lütfen o bir çözüm bulmak mu yok başka bir kart kullanmak zor kalmak;
1;program zor girmek yapmak;
7;program zor girmek yapmak;
5;sık sık program çıkmak;
5;yeniden kurmak ama değişmek bir şey olmak;
7;diğer mobil cep göre biraz yavaş gelmek uygulamak;
2;amabile kullanmak Çoook kullanmak iyi ki var banka hoca sen yapı kredi;
10;Afyon şu ya fatura ödemek yapmak;
5;Afyon şu ya fatura ödemek yapmak;
5;işlem zaman aşım uğramak mesaj gelmek;
10;başka banka uygulamak da fatura ödemek;
7;devam dönmek bazen iyi ama bazen de vasat bugün hiç açmak;
5;devam dönmek bazen iyi ama bazen de vasat bugün hiç açmak;
5;hiç bir işlem yapmak hangi sayfa açmak istemek işlem şu an Gercek cevap almak;
5;teşekkür;
5;açmak hata vermek;
5;mobil uygulamak da açmak sonra kredi kart seçenek girmek uygulamak 3 kez kapamak sonra tekrar uygulamak girmek yapmak açmak düzelmek rica;
8;son güncellemek kendiliğinden kapamak başlamak uygulamak;
5;durmak durmak çıkmak yapmak;
9;durmak durmak çıkmak yapmak;
8;mobil çok fazla iyi kullanım hak etmek;
2;teşekkür gayet güzel anlaşmak olmak herkes tavsiye etmek;
6;el hareket ile hemen yanlış yapmak olmak;
2;mobil uygulamak çok güzel ve pratik;
7;sürekli dönmek;
7;işlem yapmak ölüm;
6;araç takım döviz almak satmak ekran olmak lazım;
4;bu gün saat 1635 te temas kurmak görev ben harika yönlenmek;
5;rezalet her sefer hata vermek kendiliğinden uygulamak çıkmak geçmek berbat zorunlu kullanmak;
